,0,1,2
0,AD14_3,1,0 days 00:02:25.060527000
1,AD14_3,2,0 days 00:02:08.094566000
2,AD14_3,3,0 days 00:02:08.010449000
3,AD14_3,4,0 days 00:02:09.589468000
4,AD14_3,5,0 days 00:02:13.881208000
5,AD14_3,6,0 days 00:02:18.876782000
6,AD14_3,7,0 days 00:02:17.193526000
7,AD14_3,8,0 days 00:02:19.138490000
