,0,1,2
0,DU9_2,0.5,0 days 00:00:11.699360000
1,DU9_2,2.0,0 days 00:00:14.148109000
2,DU9_2,3.0,0 days 00:00:17.306001000
3,DU9_2,4.0,0 days 00:00:19.566100000
4,DU9_2,5.0,0 days 00:00:28.614206000
5,DU9_2,6.0,0 days 00:00:41.631443000
6,DU9_2,7.0,0 days 00:01:05.381992000
7,DU9_2,8.0,0 days 00:01:23.032291000
