,0,1,2
0,AD14_3,0.5,0 days 00:00:03.735602000
1,AD14_3,2.0,0 days 00:00:04.168289000
2,AD14_3,3.0,0 days 00:00:04.787301000
3,AD14_3,4.0,0 days 00:00:06.149651000
4,AD14_3,5.0,0 days 00:00:08.549791000
5,AD14_3,6.0,0 days 00:00:13.102214000
6,AD14_3,7.0,0 days 00:00:17.728691000
7,AD14_3,8.0,0 days 00:00:27.426447000
