,0,1,2
0,AD12_1,0.5,0 days 00:00:03.757628000
1,AD12_1,2.0,0 days 00:00:04.397913000
2,AD12_1,3.0,0 days 00:00:05.137809000
3,AD12_1,4.0,0 days 00:00:06.807914000
4,AD12_1,5.0,0 days 00:00:09.857096000
5,AD12_1,6.0,0 days 00:00:15.110708000
6,AD12_1,7.0,0 days 00:00:22.129811000
7,AD12_1,8.0,0 days 00:00:30.628452000
